Model 1,Model 2,T-test_stats,T-test_p-value,Wilcoxon_stats,Wilcoxon_p-value,Mann-Whitney_stats,Mann-Whitney_p-value,Kruskal-Wallis_stats,Kruskal-Wallis_p-value,Bootstrap CI_lower,Bootstrap CI_upper
vssm-ti,vgg16,2.2578669452782245,0.024322328185888354,747.5,0.02444894531008939,176377.5,0.117727866740271,2.447756178266297,0.11769299908487506,-0.008547008547008548,0.07008547008547009
vssm-ti,vit-ti16,1.836252836721979,0.06682841821798112,884.0,0.0668707601224646,175500.0,0.18859410457321113,1.7289602902802532,0.18854373256407186,-0.013717948717948715,0.06158119658119655
vssm-ti,vit-s16,1.6666270308406306,0.0961247747275246,530.0,0.0960923294556733,174622.5,0.28870673072435693,1.125963184932142,0.28863803968709073,-0.020512820512820513,0.0547008547008547
vssm-ti,vit-s32,3.0863767520278476,0.002122117394340671,839.5,0.0021830447373622506,178717.5,0.0270208113915368,4.890123762377427,0.027010749868975045,0.006794871794871797,0.08717948717948718
vssm-ti,vit-b16,1.1799310169657105,0.23850805751222623,446.5,0.23818494999202244,173452.5,0.4741433407291804,0.5125226064572506,0.47404887340078616,-0.020512820512820513,0.05299145299145299
vssm-ti,vit-b32,1.8939967231290522,0.058719328457792874,768.0,0.05878172135535886,175500.0,0.18859410457321113,1.7289602902802532,0.18854373256407186,-0.013675213675213675,0.06495726495726496
vssm-ti,vim-s,0.5770210132351657,0.5641476170075608,539.0,0.5637028616507731,172282.5,0.7171690669326316,0.1313335580279096,0.717053347704552,-0.02735042735042735,0.044444444444444446
vssm-ti,vssm-s,1.265561348266284,0.20617484137144734,328.0,0.2059032107320684,173452.5,0.4741433407291804,0.5125226064572506,0.47404887340078616,-0.02568376068376068,0.05128205128205128
vssm-ti,vssm-b,-0.44690759916204437,0.6551074634516512,483.0,0.6547208460185769,170235.0,0.7811141696835853,0.07729834177100475,0.7809925587915529,-0.041025641025641026,0.029102564102564066
vssm-s,resnet50,1.0997217570531346,0.2719064894055092,986.0,0.2715391358765703,173745.0,0.4428738336764949,0.5890487654676368,0.4427871911132836,-0.020512820512820513,0.05299145299145299
vssm-s,vgg16,1.2706682229944373,0.20435264716801607,819.0,0.2040841777655732,174037.5,0.39511461894186883,0.7233910891090336,0.3950338182193427,-0.022222222222222223,0.054743589743589706
vssm-s,vit-ti16,0.868060219307276,0.38571792986638964,957.0,0.3852612410903167,173160.0,0.5485122860194067,0.3601649889032333,0.5484146191722671,-0.02739316239316239,0.04619658119658116
vssm-s,vit-s16,0.5894387926497203,0.5557949122639843,493.5,0.5553463166714221,172282.5,0.7296429493451196,0.11954187544804414,0.7295318945941305,-0.03076923076923077,0.044444444444444446
vssm-s,vit-s32,2.2230996543886055,0.02659106025581863,804.0,0.026715698447179453,176377.5,0.13365130608004186,2.2500000000012697,0.13361440253760629,-0.010256410256410256,0.07008547008547009
vssm-s,vit-b16,0.0,1.0,588.0,1.0,171112.5,1.0,1.3562161086734853e-12,0.9999990708100354,-0.037606837606837605,0.039316239316239315
vssm-s,vit-b32,0.8424919217170853,0.39985755199199935,1085.0,0.39939570366685395,173160.0,0.5485122860194067,0.3601649889032333,0.5484146191722671,-0.023931623931623933,0.051324786324786285
vssm-s,vim-s,-0.5770210132351657,0.5641476170075608,539.0,0.5637028616507731,169942.5,0.7236734886524129,0.12510702054863262,0.7235601938434879,-0.044444444444444446,0.02905982905982906
vssm-s,vssm-ti,-1.265561348266284,0.20617484137144734,328.0,0.2059032107320684,168772.5,0.4741433407291804,0.5125226064572506,0.47404887340078616,-0.05128205128205128,0.023931623931623933
vssm-s,vssm-b,-1.5734092258304102,0.11616566052875074,475.0,0.11608313373865504,167895.0,0.32054675398834953,0.987021052412665,0.3204715468390128,-0.05641025641025641,0.015384615384615385
vssm-b,resnet50,2.435558488277842,0.015166918322993116,828.0,0.015293371030198965,176962.5,0.07873032296996432,3.0914476119960814,0.07870476106581852,-0.003461538461538459,0.07179487179487179
vssm-b,vgg16,2.7492495254131954,0.0061580605189537705,570.0,0.006257629080442145,177255.0,0.06566417937740877,3.388762168949951,0.06564221165711029,-0.003461538461538459,0.07179487179487179
vssm-b,vit-ti16,2.3728512677210154,0.01797419017288022,590.0,0.018102455149462248,176377.5,0.11149259117060785,2.5334171660973195,0.11145860574279871,-0.006837606837606838,0.06837606837606838
vssm-b,vit-s16,2.295813172438838,0.022039954010187428,308.0,0.022167905752988798,175500.0,0.18085660189019326,1.7909792252541157,0.18080689960782836,-0.011965811965811967,0.06324786324786325
vssm-b,vit-s32,3.819065154789881,0.00014828971610380382,450.0,0.00015970085178379595,179595.0,0.012913814222333304,6.181607258506039,0.01290849685007829,0.011923076923076927,0.08888888888888889
vssm-b,vit-b16,1.5734092258304102,0.11616566052875074,475.0,0.11608313373865504,174330.0,0.32054675398834953,0.987021052412665,0.3204715468390128,-0.017094017094017096,0.05641025641025641
vssm-b,vit-b32,2.189890508211816,0.02892699335576228,862.5,0.029049022161940583,176377.5,0.11149259117060785,2.5334171660973195,0.11145860574279871,-0.005170940170940169,0.06837606837606838
vssm-b,vim-s,1.021092142129946,0.3076335799373525,480.0,0.30722840973069676,173160.0,0.5220938476241754,0.40995526928007964,0.5219922097726919,-0.022222222222222223,0.04957264957264957
vssm-b,vssm-ti,0.44690759916204437,0.6551074634516512,483.0,0.6547208460185769,171990.0,0.7811141696835853,0.07729834177100475,0.7809925587915529,-0.02905982905982906,0.041025641025641026
vssm-b,vssm-s,1.5734092258304102,0.11616566052875074,475.0,0.11608313373865504,174330.0,0.32054675398834953,0.987021052412665,0.3204715468390128,-0.022264957264957263,0.05811965811965812
