Model 1,Model 2,T-test_stats,T-test_p-value,Wilcoxon_stats,Wilcoxon_p-value,Mann-Whitney_stats,Mann-Whitney_p-value,Kruskal-Wallis_stats,Kruskal-Wallis_p-value,Bootstrap CI_lower,Bootstrap CI_upper
vit-s16,vssm-s,-0.2571922625628131,0.7974745382860159,56.0,0.7962534147376392,7140.0,0.8652262947776888,0.02929280549076019,0.8641047120610509,-0.1,0.08333333333333333
vit-s16,vssm-b,0.300366215698403,0.764421929839934,30.0,0.763024600552995,7260.0,0.8677082376663358,0.028213906268340503,0.8666069145195895,-0.09187499999999998,0.10833333333333334
vit-s32,resnet50,0.2076814132492512,0.8358327313863658,132.0,0.8348273291852392,7260.0,0.8759128922382222,0.024795103226383692,0.874878697481058,-0.09166666666666666,0.10833333333333334
vit-s32,vgg16,-0.2762806207433527,0.7828117937826756,42.0,0.7815112949987133,7140.0,0.8740856292175906,0.025536916337120675,0.8730364640723132,-0.10833333333333334,0.09166666666666666
vit-s32,vit-ti16,0.46987149389936467,0.6393067430537023,76.0,0.6373518882339371,7320.0,0.7554876149379934,0.09779050736483555,0.7544973974556898,-0.08333333333333333,0.11666666666666667
vit-s32,vit-s16,-1.1563211715113553,0.24986593792932935,26.0,0.24821307898992362,6960.0,0.5136009200258198,0.428507395786519,0.5127222566621915,-0.125,0.075
vit-s32,vit-b16,0.9038438130805212,0.36790431102056287,24.0,0.36571229628151325,7380.0,0.6422376934739449,0.21703158107139137,0.6413110727378785,-0.075,0.13333333333333333
vit-s32,vit-b32,0.4249430917893407,0.6716455432027693,115.0,0.6698153575994166,7320.0,0.7554876149379934,0.09779050736483555,0.7544973974556898,-0.08333333333333333,0.125
vit-s32,vim-s,-1.5079407648573175,0.1342199961828842,42.5,0.13361440253771614,6840.0,0.31854492158405157,0.9976808905378718,0.3178723159070233,-0.15,0.041666666666666664
vit-s32,vssm-ti,-2.5570415597837943,0.011813910326511088,25.5,0.012419330651552265,6600.0,0.08416798024022162,2.9875000000000913,0.0839096198343498,-0.175,0.01687499999999981
vit-s32,vssm-s,-1.2150830420211798,0.22673977464497977,54.0,0.22525290636065332,6900.0,0.41005409518538416,0.6809116809116397,0.40927296678721004,-0.13333333333333333,0.058333333333333334
vit-s32,vssm-b,-0.7261724589773787,0.4691589322515105,63.0,0.46685427082272546,7020.0,0.6272461249648794,0.23712931319574024,0.6262872077508745,-0.125,0.06687499999999981
vit-b16,resnet50,-0.445717893666563,0.6566108944032825,94.5,0.6547208460185769,7080.0,0.7586690486244907,0.09518120270794828,0.7576908611903443,-0.125,0.09166666666666666
vit-b16,vgg16,-0.9423691959590663,0.3479128598084593,66.5,0.3457785861511603,6960.0,0.5325445131144622,0.3911620294597888,0.5316892214078268,-0.14166666666666666,0.075
vit-b16,vit-ti16,-0.22850795207108038,0.819643587726001,90.0,0.8185458083820434,7140.0,0.8791996693160944,0.023488943488856256,0.8781924306600554,-0.11666666666666667,0.09166666666666666
vit-b16,vit-s16,-2.141897803314305,0.034239844526017894,12.0,0.034808478811867126,6780.0,0.26387141658765734,1.2513089005235776,0.26330263156385236,-0.16666666666666666,0.05
vit-b16,vit-s32,-0.9038438130805212,0.36790431102056287,24.0,0.36571229628151325,7020.0,0.6422376934739449,0.21703158107139137,0.6413110727378785,-0.125,0.08333333333333333
vit-b16,vit-b32,-0.21734987609462433,0.828307914071938,110.0,0.8272593465627113,7140.0,0.8791996693160944,0.023488943488856256,0.8781924306600554,-0.11666666666666667,0.09166666666666666
vit-b16,vim-s,-2.367980118778858,0.019497404716819287,24.0,0.02013675155034634,6660.0,0.14442063970210647,2.134163818763106,0.14404899201410984,-0.175,0.025
vit-b16,vssm-ti,-3.0865457337541815,0.002519402974592011,30.0,0.0028599382084640934,6420.0,0.02909406090924389,4.768150159367324,0.028990959758506483,-0.20833333333333334,-0.008333333333333333
vit-b16,vssm-s,-1.8056228766281015,0.07350527396628158,63.0,0.07363827012030266,6720.0,0.19810819973825722,1.6597222222222163,0.19764083302682184,-0.16666666666666666,0.03354166666666648
vit-b16,vssm-b,-1.6142612601615625,0.10911932890993563,30.0,0.10880943004054568,6840.0,0.34193309243752,0.9056842105261689,0.341262123853376,-0.15,0.05
vit-b32,resnet50,-0.22850795207108038,0.819643587726001,90.0,0.8185458083820434,7140.0,0.8776138715626187,0.024114620118970073,0.8765936226962385,-0.11666666666666667,0.1
vit-b32,vgg16,-0.7261724589773787,0.4691589322515105,63.0,0.46685427082272546,7020.0,0.6375824476744323,0.22315592903813256,0.6366457087466828,-0.13333333333333333,0.075
vit-b32,vit-ti16,0.0,1.0,126.5,1.0,7200.0,1.0,0.0,1.0,-0.1,0.10833333333333334
vit-b32,vit-s16,-1.5079407648573175,0.1342199961828842,42.5,0.13361440253771614,6840.0,0.3346026303128228,0.9335937499998487,0.33393082924224043,-0.15,0.041666666666666664
vit-b32,vit-s32,-0.4249430917893407,0.6716455432027693,115.0,0.6698153575994166,7080.0,0.7554876149379934,0.09779050736483555,0.7544973974556898,-0.11687499999999999,0.08333333333333333
vit-b32,vit-b16,0.21734987609462433,0.828307914071938,110.0,0.8272593465627113,7260.0,0.8791996693160944,0.023488943488856256,0.8781924306600554,-0.1,0.10854166666666648
